#gene_id,gene_name,Length
ENSG00000274930.1,RP11-1030E3.2,605
ENSG00000251997.1,RNA5SP458,119
ENSG00000154839.8,SKA1,19179
ENSG00000239780.1,RPLP0P11,909
ENSG00000141639.10,MAPK4,171747
ENSG00000267713.1,RP11-10I6.2,706
ENSG00000134042.11,MRO,30283
ENSG00000267233.1,HNRNPA3P16,1339
ENSG00000239689.1,RPL17P46,544
ENSG00000082212.10,ME2,75209
ENSG00000200752.1,Y_RNA,113
ENSG00000141642.7,ELAC1,20131
ENSG00000267699.2,RP11-729L2.2,90126
ENSG00000141646.12,SMAD4,56652
ENSG00000267717.1,SRSF10P1,1102
ENSG00000176624.10,MEX3C,43755
ENSG00000207154.1,RNU1-46P,164
ENSG00000227115.5,RP11-267C16.1,216321
ENSG00000266201.1,SS18L2P2,612
ENSG00000266003.1,RP11-267C16.2,1347
ENSG00000265402.1,RSL24D1P9,472
ENSG00000265712.1,RP11-440L16.1,685
ENSG00000215457.5,RPS8P3,622
ENSG00000266335.1,RP11-25O3.1,2665
ENSG00000187323.10,DCC,1195732
ENSG00000280098.1,AC011155.1,216
ENSG00000273762.1,VN1R76P,456
ENSG00000221291.1,AC090660.1,110
ENSG00000263872.1,MIR4528,90
ENSG00000264263.1,RP11-671P2.1,87449
ENSG00000263438.4,RP11-202D1.3,29405
ENSG00000260433.1,RP11-202D1.2,1437
ENSG00000242945.2,RPL29P32,472
ENSG00000221058.1,AC090666.1,71
ENSG00000264296.1,RP11-116K4.1,445
ENSG00000134046.10,MBD2,73188
ENSG00000207233.1,SNORA37,129
ENSG00000277324.1,RP11-850A17.1,1683
ENSG00000101751.9,POLI,51863
ENSG00000174448.7,STARD6,33607
ENSG00000166845.12,C18orf54,27302
ENSG00000264350.1,SNRPGP2,226
ENSG00000264564.1,RP11-61D1.2,130
ENSG00000267428.1,RP11-289E15.1,307
ENSG00000178690.2,DYNAP,11737
ENSG00000041353.8,RAB27B,177657
ENSG00000267524.1,RPSAP57,832
ENSG00000267311.1,RP11-99A1.2,1353
ENSG00000267112.1,RP11-839G9.1,12218
ENSG00000166510.12,CCDC68,58000
ENSG00000267647.1,MAP1LC3P,330
ENSG00000264804.1,AC098848.1,103
ENSG00000267013.4,CTD-2171N6.1,18403
ENSG00000252437.1,RNA5SP459,100
ENSG00000196628.12,TCF4,442457
ENSG00000267028.1,RP11-619L19.1,30408
ENSG00000264571.1,MIR4529,78
ENSG00000267402.1,RP11-619L19.2,4218
ENSG00000242320.2,RPL21P126,478
ENSG00000267284.1,RP11-397A16.1,67699
ENSG00000267325.1,LINC01415,4995
ENSG00000267172.1,RP11-397A16.3,2593
ENSG00000260930.1,RP11-214L13.1,38512
ENSG00000267327.1,CTD-2008L17.1,130485
ENSG00000206129.3,CTD-2008L17.2,187650
ENSG00000267057.4,RP11-456O19.2,54185
ENSG00000267399.1,RP11-456O19.5,1970
ENSG00000201816.1,SNORA73,201
ENSG00000267712.4,LINC01539,54181
ENSG00000267732.1,RP11-456O19.3,4610
ENSG00000091164.11,TXNL1,54393
ENSG00000091157.12,WDR7,385264
ENSG00000206865.1,Y_RNA,101
ENSG00000267146.1,RP11-383D22.1,1303
ENSG00000212539.2,U3,200
ENSG00000267225.1,WDR7-OT1,11014
ENSG00000258609.2,LINC-ROR,17561
ENSG00000267789.1,CTD-2526M8.3,10677
ENSG00000228075.4,BOD1L2,3239
ENSG00000267726.1,CTD-2526M8.2,1580
ENSG00000202240.1,RNU6-737P,107
ENSG00000177511.5,ST8SIA3,20919
ENSG00000277837.1,RP11-714M23.2,4980
ENSG00000119547.5,ONECUT2,55613
ENSG00000266636.1,AC090340.1,60
ENSG00000066926.9,FECH,38490
ENSG00000278703.1,RP11-706P11.2,481
ENSG00000134440.10,NARS,21558
ENSG00000267040.5,RP11-35G9.3,38995
ENSG00000267787.4,RP11-35G9.5,98590
ENSG00000081923.9,ATP8B1,156676
ENSG00000202159.1,RNU6-742P,107
ENSG00000231544.3,RSL24D1P11,491
ENSG00000267209.4,RP11-693L9.2,3204
ENSG00000265200.1,AC090324.1,101
ENSG00000235028.3,HMGN1P30,268
ENSG00000049759.15,NEDD4L,357174
ENSG00000267743.4,RP11-718I15.1,5863
ENSG00000267504.1,RP11-845C23.2,1101
ENSG00000267396.1,RP11-845C23.3,1420
ENSG00000267675.1,RP11-1151B14.2,864
ENSG00000267391.2,RP11-1151B14.3,7492
ENSG00000207778.2,MIR122,109
ENSG00000276403.1,RP11-1151B14.1,1294
ENSG00000198796.6,ALPK2,147711
ENSG00000274354.1,RP11-1151B14.5,713
ENSG00000267257.1,RP11-1151B14.4,3138
ENSG00000267579.1,RP11-126O1.2,9608
ENSG00000252284.1,SNORD28,68
ENSG00000239659.2,RPL9P31,862
ENSG00000275418.1,RP11-126O1.6,667
ENSG00000267226.2,RP11-126O1.5,1869
ENSG00000172175.11,MALT1,83092
ENSG00000267476.1,RP11-126O1.4,80118
ENSG00000266946.1,MRPL37P1,1798
ENSG00000267705.1,RP11-108P20.3,1720
ENSG00000267501.1,RP11-108P20.2,2984
ENSG00000201598.1,RNU6-219P,107
ENSG00000267593.1,RP11-108P20.4,20485
ENSG00000199713.1,U8,134
ENSG00000074657.12,ZNF532,123881
ENSG00000251870.1,RNU2-69P,100
ENSG00000224367.5,OACYLP,72605
ENSG00000267215.1,RP11-685A21.1,3058
ENSG00000166562.7,SEC11C,19360
ENSG00000134443.8,GRP,10607
ENSG00000134438.9,RAX,7052
ENSG00000166569.7,CPLX4,43494
ENSG00000074695.5,LMAN1,32140
ENSG00000267677.1,RP11-27G24.1,26050
ENSG00000183287.12,CCBE1,266441
ENSG00000267000.1,RP11-27G24.3,6611
ENSG00000267061.1,RP11-760L24.1,4907
ENSG00000267269.1,RP11-2N1.1,2581
ENSG00000267774.2,RP11-2N1.2,1653
ENSG00000273664.1,RP11-2N1.3,424
ENSG00000221471.1,AC098847.1,81
ENSG00000224161.3,RPS26P54,348
ENSG00000267486.1,GLUD1P4,418
ENSG00000267669.1,RP11-824M15.3,4222
ENSG00000141682.11,PMAIP1,4359
ENSG00000267066.1,RP11-866E20.1,1105
ENSG00000267497.1,NFE2L3P1,1959
ENSG00000239398.3,RN7SL342P,294
ENSG00000256704.3,SDCCAG3P1,1150
ENSG00000267462.1,RP11-866E20.3,3978
ENSG00000267742.1,FAM60CP,664
ENSG00000252555.1,RNU6-567P,107
ENSG00000267686.1,RP11-795H16.3,36163
ENSG00000242060.1,RPS3AP49,790
ENSG00000202468.1,RNU4-17P,141
ENSG00000267620.1,RP11-795H16.2,1618
ENSG00000267401.1,RP11-396N11.1,6968
ENSG00000166603.4,MC4R,1666
ENSG00000267400.1,RP11-325K19.3,469
ENSG00000266915.1,MRPS5P4,325
ENSG00000267687.1,RP11-325K19.6,541
ENSG00000253011.1,AC010928.1,82
ENSG00000267382.1,RP11-325K19.2,42851
ENSG00000267098.1,RP11-325K19.1,272560
ENSG00000267153.1,CTBP2P3,1255
ENSG00000267513.3,RP11-622J9.1,304
ENSG00000101542.8,CDH20,222192
ENSG00000206769.1,RNU6-116P,109
ENSG00000243256.1,RPL30P14,348
ENSG00000267316.4,RP11-879F14.3,8115
ENSG00000267279.1,RP11-879F14.2,21171
ENSG00000267175.4,RP11-879F14.1,156458
ENSG00000267038.1,RP11-1096D5.2,1043
ENSG00000260440.2,LINC01544,8471
ENSG00000176641.9,RNF152,86185
ENSG00000267597.1,RPIAP1,742
ENSG00000197563.8,PIGN,143552
ENSG00000134444.12,KIAA1468,120572
ENSG00000266900.1,RP11-173A16.2,1603
ENSG00000267560.1,RP11-173A16.1,963
ENSG00000141655.14,TNFRSF11A,66006
ENSG00000199867.1,Y_RNA,102
ENSG00000267341.1,RP11-640A1.3,5237
ENSG00000241088.2,RPL17P44,550
ENSG00000267487.1,RP11-640A1.4,259
ENSG00000266920.1,ACTBP9,1099
ENSG00000141664.8,ZCCHC2,64703
ENSG00000278017.1,RP11-120K19.4,407
ENSG00000279236.1,RP11-120K19.3,1303
ENSG00000243549.3,RN7SL705P,294
ENSG00000081913.12,PHLPP1,264984
ENSG00000206746.1,RNU6-142P,107
ENSG00000171791.11,BCL2,196783
ENSG00000267766.1,RP11-299P2.1,207
ENSG00000267701.2,RP11-28F1.2,575
ENSG00000119537.14,KDSR,39785
ENSG00000267390.1,RP11-635N19.1,14302
ENSG00000119541.8,VPS4B,33294
ENSG00000267430.1,RP11-635N19.2,1153
ENSG00000206075.12,SERPINB5,28325
ENSG00000269989.1,RP11-635N19.3,418
ENSG00000214318.3,ATP5G1P6,412
ENSG00000166634.5,SERPINB12,10852
ENSG00000197641.10,SERPINB13,17651
ENSG00000206073.9,SERPINB4,7040
ENSG00000057149.13,SERPINB3,24245
ENSG00000206072.11,SERPINB11,78854
ENSG00000166396.11,SERPINB7,52442
ENSG00000197632.7,SERPINB2,32199
ENSG00000242550.4,SERPINB10,38938
ENSG00000221887.5,HMSD,32474
ENSG00000166401.12,SERPINB8,35743
ENSG00000237314.2,RPL12P39,496
ENSG00000179676.6,LINC00305,69022
ENSG00000267134.1,RP11-146N18.1,319511
ENSG00000236392.2,AC100848.1,12091
ENSG00000266952.1,LINC01538,46974
ENSG00000275448.1,RP11-762J3.1,198
ENSG00000280718.1,AC027506.1,68
ENSG00000263863.1,AC007948.1,19838
ENSG00000264131.1,AC007631.1,860
ENSG00000264232.1,RP11-453M23.1,23500
ENSG00000265217.1,RP11-775G23.1,45964
ENSG00000081138.12,CDH7,140090
ENSG00000263720.1,RP11-389J22.1,1136
ENSG00000263622.1,RP11-389J22.3,3161
ENSG00000264685.1,PRPF19P1,898
ENSG00000071991.7,CDH19,103056
ENSG00000221536.1,AC091643.1,93
ENSG00000238680.1,RNU6-1037P,107
ENSG00000263354.1,MIR5011,103
ENSG00000264054.1,RPL31P9,141
ENSG00000281905.1,AC091042.1,101
ENSG00000265936.1,RP11-563H6.1,173
ENSG00000260578.1,CTD-2541J13.1,3176
ENSG00000171451.13,DSEL,10399
ENSG00000263424.1,CTD-2541J13.2,7442
ENSG00000265533.1,RP11-638L3.1,383074
ENSG00000264040.1,RP11-29O13.1,331
ENSG00000263594.1,RP11-28O3.2,3858
ENSG00000265472.1,RP11-28O3.1,318
ENSG00000264104.1,RP11-638L3.4,2768
ENSG00000265555.1,RP11-638L3.3,6318
ENSG00000265240.1,RP11-638L3.2,1297
ENSG00000264634.1,RP11-659F24.1,15478
ENSG00000264869.1,RP11-526H11.1,12262
ENSG00000264699.1,RP11-421N8.2,6489
ENSG00000260747.1,RP11-421N8.1,442
ENSG00000265425.1,RP11-128D14.1,9889
ENSG00000263355.1,AKR1B10P2,927
ENSG00000264697.1,RP11-585K6.2,154
ENSG00000166479.8,TMX3,41611
ENSG00000150636.14,CCDC102B,339981
ENSG00000276092.1,RP11-734B5.2,479
ENSG00000263637.1,RP11-106E15.1,1405
ENSG00000207072.1,RNU6-39P,107
ENSG00000264444.1,SDHCP1,512
ENSG00000264472.3,RP11-861L17.3,2475
ENSG00000273584.1,RP11-861L17.4,552
ENSG00000264236.1,RP11-861L17.2,658
ENSG00000264705.1,RP11-674P19.2,2074
ENSG00000278532.1,RP11-17E3.1,524
ENSG00000206052.9,DOK6,448033
ENSG00000264845.2,RP11-465I4.3,2220
ENSG00000265643.1,RP11-465I4.2,135068
ENSG00000279221.1,RP11-543H23.1,3577
ENSG00000266840.1,RP11-543H23.2,19998
ENSG00000150637.7,CD226,130646
ENSG00000176225.11,RTTN,202153
ENSG00000170677.5,SOCS6,41300
ENSG00000266258.1,RP11-41O4.1,17021
ENSG00000266304.1,RP11-484N16.1,1382
ENSG00000266278.1,RP11-41O4.2,4452
ENSG00000265698.1,LARP7P3,337
ENSG00000214255.5,RPS2P6,895
ENSG00000278971.1,RP11-644A7.2,1576
ENSG00000239748.3,RN7SL795P,282
ENSG00000263417.4,GTSCR1,20211
ENSG00000265781.1,RP11-384E22.1,11014
ENSG00000265639.1,RP11-529J17.1,4287
ENSG00000265484.1,RP11-47G4.2,20399
ENSG00000263733.1,RP11-47G4.1,1018
ENSG00000260676.4,LINC01541,58995
ENSG00000264388.1,RP11-752P2.1,348
ENSG00000265946.1,RP11-752P2.2,378
ENSG00000265352.1,RP11-723G8.2,55514
ENSG00000260457.2,RP11-723G8.1,33750
ENSG00000265995.1,RP11-736G13.1,54169
ENSG00000271313.1,RP11-736G13.2,304
ENSG00000141668.8,CBLN2,101842
ENSG00000264315.1,HNRNPA1P11,956
ENSG00000166342.17,NETO1,125833
ENSG00000265579.1,RP11-713C5.1,2206
ENSG00000252598.1,RNA5SP460,100
ENSG00000263750.1,MIR548AV,62
ENSG00000263958.1,RP11-676J15.1,13012
ENSG00000263711.4,RP11-169F17.1,113240
ENSG00000261780.2,CTD-2354A18.1,24938
ENSG00000265380.1,RP11-126K15.1,4162
ENSG00000241866.3,RN7SL401P,298
ENSG00000263655.1,RP11-25L3.3,119757
ENSG00000278902.1,RP11-25L3.1,693
ENSG00000141665.10,FBXO15,74513
ENSG00000075336.10,TIMM21,12020
ENSG00000260569.2,RP11-669I1.1,29165
ENSG00000243856.3,RN7SL551P,298
ENSG00000166347.17,CYB5A,41170
ENSG00000206043.6,C18orf63,43375
ENSG00000235297.3,FAUP1,414
ENSG00000259779.1,RP11-231E4.2,3795
ENSG00000187773.8,FAM69C,23846
ENSG00000133313.13,CNDP2,27639
ENSG00000276934.1,RP11-231E4.5,483
ENSG00000150656.13,CNDP1,52773
ENSG00000264340.1,RP11-231E4.3,720
ENSG00000264247.1,LINC00909,6735
ENSG00000215421.8,ZNF407,467802
ENSG00000252330.2,AC023380.1,95
ENSG00000278607.1,RP11-405M12.3,895
ENSG00000273669.1,RP11-405M12.4,663
ENSG00000278911.1,RP11-405M12.2,2674
ENSG00000180011.6,ZADH2,14241
ENSG00000179981.9,TSHZ1,79196
ENSG00000276993.1,RP11-321M21.4,541
ENSG00000264116.3,RP11-321M21.3,12029
ENSG00000206026.6,SMIM21,18228
ENSG00000266774.1,RP11-321M21.1,4255
ENSG00000261194.1,RP11-704C2.1,16307
ENSG00000277497.1,AC090338.1,86
ENSG00000266460.1,RP11-173L6.1,23328
ENSG00000275827.1,RP11-1O2.2,169
ENSG00000264108.1,RP11-357H3.1,7744
ENSG00000263547.1,RP11-1O2.1,22258
ENSG00000266743.1,RP11-94B19.6,4435
ENSG00000264260.1,RP11-94B19.1,6193
ENSG00000264595.1,RP11-94B19.5,5398
ENSG00000266014.1,RP11-94B19.2,3664
ENSG00000265717.1,RP11-94B19.7,923
ENSG00000264212.1,RP11-94B19.3,1447
ENSG00000266614.1,RP11-94B19.4,949
ENSG00000101493.9,ZNF516,137001
ENSG00000263982.1,RP11-504I13.3,5559
ENSG00000280205.1,RP11-504I13.2,3765
ENSG00000265778.2,RP11-17M16.2,2267
ENSG00000275763.2,C18orf65,2568
ENSG00000263812.4,LINC00908,82314
ENSG00000266256.1,LINC00683,10729
ENSG00000266312.1,RP11-111H3.3,16006
ENSG00000276397.1,AC034110.1,3608
ENSG00000265934.1,ARL2BPP1,811
ENSG00000265836.1,CCND3P2,537
ENSG00000265626.1,AC139085.2,182
ENSG00000264278.1,RP11-162A12.2,27564
ENSG00000252097.1,RNU6-346P,111
ENSG00000278107.1,RP11-162A12.4,586
ENSG00000130856.14,ZNF236,148121
ENSG00000244229.1,RPL26P35,460
ENSG00000275355.1,Metazoa_SRP,265
ENSG00000265261.1,RP11-162A12.3,3790
ENSG00000266844.1,RP11-862L9.3,9473
ENSG00000197971.13,MBP,154857
ENSG00000279811.1,RP11-862L9.2,3998
ENSG00000275178.1,RP11-4B16.3,361
ENSG00000279433.1,RP11-4B16.1,2254
ENSG00000278330.1,RP11-4B16.4,3125
ENSG00000265844.1,RP11-751H17.1,55325
ENSG00000166573.5,GALR1,27348
ENSG00000264015.1,RP11-176N18.2,139145
ENSG00000199392.1,SNORA25,127
ENSG00000264736.1,BDP1P,1990
ENSG00000264693.1,RP11-63N3.1,1964
ENSG00000271702.1,RP11-63N3.2,433
ENSG00000252260.1,RNA5SP461,104
ENSG00000265843.2,LINC01029,22429
ENSG00000264334.1,RP11-671C19.2,3591
ENSG00000199728.1,RNU6-655P,107
ENSG00000266213.1,RP11-100K18.1,3665
ENSG00000265644.1,RP11-451L19.1,4319
ENSG00000265378.1,RP11-123I22.1,1246
ENSG00000201723.2,Y_RNA,94
ENSG00000266273.1,RP11-715C4.1,1061
ENSG00000266586.1,CTD-2382H12.2,10365
ENSG00000265101.1,CTD-2382H12.1,2378
ENSG00000263146.2,RP11-849I19.1,2520
ENSG00000256463.7,SALL3,22403
ENSG00000166377.18,ATP9B,308999
ENSG00000279416.1,RP11-849I19.2,1302
ENSG00000267655.1,CTD-2286N8.2,714
ENSG00000279474.1,CTD-2286N8.1,2167
ENSG00000267628.1,RP11-1136J12.1,1280
ENSG00000267015.1,RP11-800A18.4,3715
ENSG00000279077.1,RP11-800A18.3,2110
ENSG00000131196.16,NFATC1,133470
ENSG00000279637.1,RP11-196B3.1,1945
ENSG00000275186.1,RP11-196B3.3,821
ENSG00000279981.1,RP11-196B3.2,2291
ENSG00000279397.1,RP11-196B3.4,260
ENSG00000267287.1,RP11-567M16.1,12551
ENSG00000267409.1,RP11-567M16.2,1557
ENSG00000178412.4,RP11-567M16.3,40818
ENSG00000274828.1,RP11-567M16.6,2072
ENSG00000060069.15,CTDP1,76823
ENSG00000266901.1,RP11-567M16.5,931
ENSG00000266924.1,RP11-154H12.2,4312
ENSG00000267780.2,RP11-154H12.3,23804
ENSG00000178342.4,KCNG2,36517
ENSG00000278075.1,RP11-248M19.1,349
ENSG00000122490.17,PQLC1,49245
ENSG00000226742.3,HSBP1L1,6262
ENSG00000141759.13,TXNL4A,63139
ENSG00000267127.5,RP11-795F19.5,62743
ENSG00000101546.11,RBFA,12040
ENSG00000261126.6,RP11-795F19.1,48583
ENSG00000266909.1,SLC25A6P4,553
ENSG00000101544.7,ADNP2,38493
ENSG00000267270.4,PARD6G-AS1,30509
ENSG00000178184.14,PARD6G,90315
ENSG00000278000.1,AC139100.4,662
ENSG00000267251.2,AC139100.3,19313
ENSG00000275604.1,MIR1302-11,138
ENSG00000267310.1,OR4G1P,937
ENSG00000176695.6,OR4F17,4236
ENSG00000267792.1,WBP1LP11,328
ENSG00000266971.1,OR4F8P,937
ENSG00000281379.1,AC092299.1,13276
ENSG00000222329.1,RNU6-1076P,104
ENSG00000271846.1,CTD-3113P16.9,87
ENSG00000267447.1,VN2R11P,676
ENSG00000141934.8,PPAP2C,10465
ENSG00000105556.9,MIER2,39235
ENSG00000267124.2,CTD-3113P16.5,895
ENSG00000105549.9,THEG,14264
ENSG00000267443.2,AC010641.1,1585
ENSG00000183186.6,C2CD4C,3702
ENSG00000129946.9,SHC2,44414
ENSG00000252539.1,RNA5SP462,112
ENSG00000181781.8,ODF3L2,11638
ENSG00000099866.13,MADCAM1,16168
ENSG00000266933.2,AC005775.2,17788
ENSG00000141933.8,TPGS1,12356
ENSG00000099804.7,CDC34,10381
ENSG00000197540.6,GZMM,5891
ENSG00000267751.4,AC009005.2,5017
ENSG00000172270.17,BSG,12185
ENSG00000099822.2,HCN2,27267
ENSG00000267036.2,AC005559.3,871
ENSG00000099821.12,POLRMT,16382
ENSG00000261204.1,AC004449.6,433
ENSG00000070388.10,FGF22,3825
ENSG00000070423.16,RNF126,15752
ENSG00000267666.1,AC004156.3,4582
ENSG00000070404.8,FSTL3,7026
ENSG00000185198.10,PRSS57,9953
ENSG00000213726.5,RPS2P52,820
ENSG00000099864.16,PALM,39238
ENSG00000099812.7,MISP,13194
ENSG00000272473.1,AC006273.4,861
ENSG00000267530.2,AC006273.5,2326
ENSG00000011304.15,PTBP1,15253
ENSG00000265767.1,MIR4745,62
ENSG00000129951.17,LPPR3,9490
ENSG00000263414.1,MIR3187,70
ENSG00000172232.8,AZU1,6922
ENSG00000196415.8,PRTN3,7216
ENSG00000197561.5,ELANE,5234
ENSG00000197766.6,CFD,3988
ENSG00000175221.13,MED16,25589
ENSG00000207507.1,RNU6-9,107
ENSG00000198858.8,R3HDM4,16743
ENSG00000116014.8,KISS1R,3729
ENSG00000116017.9,ARID3A,50154
ENSG00000267159.2,AC005391.2,559
ENSG00000275162.1,LLNLR-260G6.1,1665
ENSG00000065268.9,WDR18,14168
ENSG00000266990.1,LLNLR-284B4.2,2962
ENSG00000116032.5,GRIN3B,9314
ENSG00000182087.11,TMEM259,11532
ENSG00000274177.1,LLNLR-284B4.1,687
ENSG00000207357.1,RNU6-2,107
ENSG00000064666.13,CNN2,12488
ENSG00000279753.1,AC011558.5,338
ENSG00000064687.11,ABCA7,25472
ENSG00000180448.9,HMHA1,20706
ENSG00000099817.10,POLR2E,8802
ENSG00000167468.15,GPX4,2866
ENSG00000064932.14,SBNO2,66648
ENSG00000118046.13,STK11,50878
ENSG00000267736.2,HMGB2P1,634
ENSG00000099625.11,C19orf26,9741
ENSG00000267778.1,AC004221.2,1344
ENSG00000099624.6,ATP5D,3081
ENSG00000167470.11,MIDN,10588
ENSG00000099622.12,CIRBP,15497
ENSG00000267493.3,CIRBP-AS1,2428
ENSG00000228300.12,C19orf24,3812
ENSG00000160953.13,MUM1,92539
ENSG00000099617.3,EFNA2,14084
ENSG00000240846.2,RPS15P9,319
ENSG00000267372.2,AC005330.2,1622
ENSG00000279488.1,AC004623.3,2127
ENSG00000267755.1,AC004623.2,748
ENSG00000115286.18,NDUFS7,12063
ENSG00000280486.1,LLNLR-307A6.1,2848
ENSG00000248015.5,AC005329.7,4298
ENSG00000130005.10,GAMT,4487
ENSG00000071626.15,DAZAP1,28119
ENSG00000115268.8,RPS15,2137
ENSG00000268798.1,CTB-25B13.5,1100
ENSG00000115266.10,APC2,26943
ENSG00000267317.2,CTB-25B13.12,911
ENSG00000119559.14,C19orf25,18414
ENSG00000115257.14,PCSK4,9325
ENSG00000115255.9,REEP6,7181
ENSG00000185761.9,ADAMTSL5,8587
ENSG00000267092.2,CTB-25B13.9,589
ENSG00000185988.10,PLK5,11383
ENSG00000266399.1,AC027307.2,52
ENSG00000181588.16,MEX3D,13390
ENSG00000222720.1,AC027307.1,82
ENSG00000239367.2,RN7SL477P,286
ENSG00000071655.16,MBD3,19206
ENSG00000279009.1,AC005943.6,148
ENSG00000267059.2,UQCR11,27107
ENSG00000127540.10,UQCR11,8319
ENSG00000071564.13,TCF3,43316
ENSG00000252933.1,RNU6-1223P,104
ENSG00000275642.1,Metazoa_SRP,281
ENSG00000267073.1,AC005256.1,690
ENSG00000205922.4,ONECUT3,28616
ENSG00000130270.15,ATP8B3,30202
ENSG00000079313.10,REXO1,33218
ENSG00000267007.1,CTB-31O20.3,625
ENSG00000223244.1,MIR1909,80
ENSG00000267244.4,CTB-31O20.4,2454
ENSG00000267125.2,CTB-31O20.6,1241
ENSG00000129911.7,KLF16,11170
ENSG00000267141.1,CTB-31O20.8,1770
ENSG00000261526.2,CTB-31O20.2,1299
ENSG00000267232.1,CTB-31O20.9,977
ENSG00000129968.14,ABHD17A,8738
ENSG00000227500.8,SCAMP4,20800
ENSG00000213638.5,ADAT3,8070
ENSG00000133275.14,CSNK1G2,40190
ENSG00000180846.7,CSNK1G2-AS1,2056
ENSG00000133243.7,BTBD2,49444
ENSG00000267283.1,AC005306.3,970
ENSG00000279653.1,LLNLR-304A6.1,1002
ENSG00000275468.1,LLNLR-304A6.2,929
ENSG00000267180.1,AC007136.1,199
ENSG00000099875.13,MKNK2,13780
ENSG00000172081.12,MOB3A,25636
ENSG00000099840.12,IZUMO4,3165
ENSG00000065000.14,AP3D1,63478
ENSG00000104885.16,DOT1L,68430
ENSG00000267122.1,AC004490.1,3537
ENSG00000104886.8,PLEKHJ1,7621
ENSG00000221411.1,MIR1227,88
ENSG00000276587.1,MIR6789,98
ENSG00000104897.8,SF3A2,12176
ENSG00000104899.5,AMH,2765
ENSG00000267021.1,MIR4321,80
ENSG00000167476.9,JSRP1,17508
ENSG00000104904.11,OAZ1,3982
ENSG00000273734.1,LLfos-48D6.2,71648
ENSG00000188305.5,C19orf35,7555
ENSG00000220008.3,LINGO3,2241
ENSG00000130332.13,LSM7,7104
ENSG00000005206.15,SPPL2B,26192
ENSG00000178297.11,TMPRSS9,36469
ENSG00000099800.6,TIMM13,2271
ENSG00000176619.9,LMNB2,29359
ENSG00000274304.1,MIR7108,87
ENSG00000267201.1,AC005624.2,3251
ENSG00000099860.7,GADD45B,2138
ENSG00000252962.1,RNU6-993P,95
ENSG00000176533.11,GNG7,191491
ENSG00000105694.3,TCEB1P28,643
ENSG00000263974.2,RN7SL121P,273
ENSG00000267412.1,CTC-265F19.2,1708
ENSG00000277904.1,MIR7850,79
ENSG00000267214.1,CTC-265F19.3,896
ENSG00000267749.1,CTC-265F19.1,2016
ENSG00000276097.1,AC006538.8,578
ENSG00000176490.4,DIRAS1,6852
ENSG00000267001.1,AC006538.4,22280
ENSG00000261342.1,AC006538.1,1585
ENSG00000141873.9,SLC39A3,7949
ENSG00000104969.8,SGTA,28658
ENSG00000172009.13,THOP1,30348
ENSG00000172006.10,ZNF554,15900
ENSG00000186300.10,ZNF555,19050
ENSG00000267063.1,AC006130.3,11490
ENSG00000172000.6,ZNF556,16111
ENSG00000263997.1,AC006130.1,86
ENSG00000267398.1,AC006130.4,643
ENSG00000266938.1,AC119403.1,598
ENSG00000171970.11,ZNF57,17579
ENSG00000253392.2,AC006277.2,11662
ENSG00000175691.8,ZNF77,11754
ENSG00000279452.1,AC006277.3,1610
ENSG00000104953.17,TLE6,17739
ENSG00000065717.13,TLE2,49998
ENSG00000104964.13,AES,10198
ENSG00000267469.1,AC005944.2,815
ENSG00000088256.7,GNA11,29595
ENSG00000267139.1,AC005262.3,640
ENSG00000267688.1,AC005262.2,1013
ENSG00000266944.1,AC005262.4,682
ENSG00000060558.3,GNA15,27577
ENSG00000267551.3,AC005264.2,13600
ENSG00000125910.5,S1PR4,7987
ENSG00000125912.9,NCLN,24013
ENSG00000161082.11,CELF5,72374
ENSG00000267448.4,AC010649.1,6239
ENSG00000280103.1,AC007792.1,402
ENSG00000141905.16,NFIC,109655
ENSG00000279599.1,AC005514.2,208
ENSG00000095932.6,SMIM24,6557
ENSG00000129932.6,DOHH,10120
ENSG00000105325.12,FZR1,32058
ENSG00000252408.1,SNORD38,73
ENSG00000161091.11,MFSD12,36030
ENSG00000183397.5,C19orf71,4877
ENSG00000267436.1,AC005786.7,13371
ENSG00000267231.1,AC005786.5,472
ENSG00000279590.1,AC005786.6,682
ENSG00000266959.1,AC005786.3,154
ENSG00000064961.17,HMG20B,6312
ENSG00000179855.5,GIPC3,7989
ENSG00000006638.10,TBXA2R,12335
ENSG00000226800.5,CACTIN-AS1,6684
ENSG00000105298.12,CACTIN,16175
ENSG00000186111.7,PIP5K1C,70297
ENSG00000267304.1,AC004637.1,1714
ENSG00000105289.13,TJP3,42705
ENSG00000011132.10,APBA3,10881
ENSG00000267205.1,AC005954.4,2678
ENSG00000267138.1,AC005954.3,2040
ENSG00000183617.4,MRPL54,5912
ENSG00000173976.14,RAX2,3133
ENSG00000267148.1,AC005777.3,187
ENSG00000007264.12,MATK,24160
ENSG00000105278.9,ZFR2,65009
ENSG00000266989.1,FTLP5,1117
ENSG00000167654.16,ATCAY,48216
ENSG00000266627.2,RN7SL202P,262
ENSG00000077009.12,NMRK2,9314
ENSG00000167657.10,DAPK3,12671
ENSG00000207733.1,MIR637,99
ENSG00000167658.14,EEF2,9414
ENSG00000206775.1,SNORD37,66
ENSG00000105229.5,PIAS4,31741
ENSG00000178951.7,ZBTB7A,22582
ENSG00000268670.1,CTD-2622I13.3,1135
ENSG00000126934.12,MAP2K2,33809
ENSG00000278007.1,Metazoa_SRP,241
